epoch,train_loss,train_acc,val_loss,val_acc
46,0.023704273580165445,0.995493689255504,0.022535568455347477,0.9919133863530041
47,0.02411597242844509,0.9952836493479216,0.0234309553474553,0.9915123972465415
48,0.02451051856588774,0.9965343415248897,0.018779942087053508,0.9934839270199827
49,0.022052276410108814,0.9957801073112983,0.020524254683449625,0.9926485330481856
50,0.023417715741348225,0.9963529434228867,0.018202534554414024,0.9929492748780325
51,0.02308062540640715,0.9962001871264631,0.01953596665982767,0.9930161063957762
52,0.022354168511494785,0.9959137690706689,0.02137067758278726,0.9927153645659292
53,0.022280150398035173,0.9968303068492105,0.017404450782590012,0.9937512530909577
54,0.022198155815293157,0.9967539287009987,0.01786849210012818,0.9936175900554701
55,0.021403076483003925,0.9965152469878368,0.019496076129043003,0.9928824433602887
56,0.02096777184202585,0.9968398541177369,0.01985959718640671,0.9933168482256232
57,0.0211875209661451,0.9957514655057188,0.022213854923525376,0.9919468021118759
58,0.020648755529061022,0.9967443814324721,0.01915308596177118,0.9938515003675733
59,0.020292627359237796,0.9960283362929866,0.022893210235234333,0.992214128182851
60,0.020090465750582785,0.9953600274961334,0.026353011710270016,0.9915792287642853
61,0.01942407939606199,0.9966584560157339,0.023506752031483526,0.9931497694312638
62,0.020411955755960477,0.9972408393958488,0.01960185409176415,0.9935841742965983
63,0.01965050792724583,0.9973267648125871,0.0184947979351939,0.9936844215732139
64,0.01996520495673632,0.9964579633766779,0.020348762700703245,0.9926151172893136
65,0.020292944367221878,0.99734585934964,0.018570131486219315,0.9935173427788545
66,0.01961764758725389,0.9969448740715281,0.019355805240383443,0.9934170955022389
67,0.01868493862860594,0.9970785358308988,0.01852894122658522,0.9937178373320859
68,0.01977855780075971,0.995837390922457,0.020979371049257196,0.9926151172893136
69,0.01894636479147094,0.9972599339329018,0.0181441795536798,0.993951747644189
70,0.019376253967846632,0.9961810925894101,0.020731713789844543,0.9926819488070574
71,0.019299997949692806,0.9969066849974222,0.01917218257778555,0.9936844215732139
72,0.019315591346248186,0.9854881518397587,0.05528935229054525,0.9830916260108267
73,0.017836640446150312,0.9973745011552195,0.02103603375058795,0.9938180846087015
74,0.018073675077728668,0.9970117049512135,0.020819452788219856,0.9935507585377263
75,0.017731097712173436,0.9971167249050047,0.019765357794312877,0.9932500167078795
76,0.01840879936923043,0.9977945809703844,0.018034404706924807,0.9937512530909577
77,0.018034154227663496,0.9972885757384812,0.0191539243937574,0.9937512530909577
78,0.017490982553144407,0.9979759790723874,0.015871705006578165,0.9943527367506516
79,0.018326642508735815,0.9979186954612286,0.017042160630007547,0.994219073715164
80,0.01742411753306603,0.9974795211090107,0.01877735568581572,0.9936175900554701
81,0.01835838714850821,0.9977754864333315,0.0195405144805614,0.9939183318853171
82,0.016443113816654642,0.9974986156460637,0.019932067681037374,0.9936175900554701
83,0.017534792012617033,0.9978423173130168,0.018644764029602842,0.9942859052329078
84,0.01679227103650005,0.9969448740715281,0.021042336602105825,0.9933836797433669
85,0.01736441463157002,0.9973745011552195,0.018377904662588856,0.9938180846087015
86,0.01644730263807187,0.9978996009241756,0.018949357520974975,0.9944529840272672
87,0.01677977254761292,0.9980237154150198,0.01716145999266234,0.9944863997861392
88,0.0165452640168321,0.997565446525749,0.018794989353666143,0.9932834324667513
89,0.015967579867972273,0.9980523572205992,0.018262558483484022,0.9941522421974203
90,0.016126329421307473,0.9979377899982815,0.01563637013127379,0.9950878834458331
91,0.01656300417522784,0.9981000935632316,0.01735851767566251,0.9943193209917798
92,0.01575749610092456,0.9978900536556491,0.015942253594405098,0.994553231303883
93,0.01600343170559604,0.9980332626835462,0.017207459681701124,0.9942859052329078
94,0.016412471413320598,0.9979855263409139,0.0172145617244597,0.9940854106796765
95,0.015747793302991902,0.9984628897672376,0.01719638947901346,0.9947537258571142
96,0.015784813743704634,0.9984437952301847,0.015964279881894687,0.9947537258571142
97,0.015568195137828316,0.9983196807393405,0.017091637280851175,0.9944195682683954
98,0.01543721971087421,0.9973267648125871,0.024230705001313114,0.9932834324667513
99,0.015860013273213045,0.9973267648125871,0.018394545786872902,0.9941522421974203
100,0.015554881369449622,0.9981669244429169,0.01735855056955027,0.994553231303883
